Year,Month,FlightDate,Reporting_Airline,Origin,OriginCityName,Dest,DestCityName,DepDelay,ArrDelay,Cancelled,Diverted,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2015,1,2015-01-26,DL,ATL,"Atlanta, GA",MEM,"Memphis, TN",0.0,4.0,0.0,0.0,332.0,,,,,
2015,1,2015-01-04,DL,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",-1.0,-1.0,0.0,0.0,1747.0,,,,,
2015,1,2015-01-01,DL,ATL,"Atlanta, GA",MCO,"Orlando, FL",-3.0,-6.0,0.0,0.0,404.0,,,,,
2015,1,2015-01-26,DL,ATL,"Atlanta, GA",DTW,"Detroit, MI",-1.0,-17.0,0.0,0.0,594.0,,,,,
2015,1,2015-01-04,DL,CVG,"Cincinnati, OH",ATL,"Atlanta, GA",-1.0,-5.0,0.0,0.0,373.0,,,,,
2015,1,2015-01-16,DL,ATL,"Atlanta, GA",SAN,"San Diego, CA",2.0,-32.0,0.0,0.0,1892.0,,,,,
2015,1,2015-01-14,EV,GTR,"Columbus, MS",ATL,"Atlanta, GA",-5.0,-14.0,0.0,0.0,241.0,,,,,
2015,1,2015-01-04,EV,ATL,"Atlanta, GA",PHF,"Newport News/Williamsburg, VA",25.0,13.0,0.0,0.0,508.0,,,,,
2015,1,2015-01-30,DL,ATL,"Atlanta, GA",PNS,"Pensacola, FL",-1.0,-16.0,0.0,0.0,271.0,,,,,
2015,1,2015-01-17,WN,MDW,"Chicago, IL",ATL,"Atlanta, GA",-1.0,-25.0,0.0,0.0,591.0,,,,,
2015,1,2015-01-02,WN,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",-7.0,2.0,0.0,0.0,666.0,,,,,
2015,1,2015-01-19,DL,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",-3.0,-21.0,0.0,0.0,666.0,,,,,
2015,1,2015-01-15,DL,CLT,"Charlotte, NC",ATL,"Atlanta, GA",0.0,23.0,0.0,0.0,226.0,0.0,0.0,23.0,0.0,0.0
2015,1,2015-01-02,DL,SEA,"Seattle, WA",ATL,"Atlanta, GA",2.0,41.0,0.0,0.0,2182.0,0.0,0.0,41.0,0.0,0.0
2015,1,2015-01-31,DL,AGS,"Augusta, GA",ATL,"Atlanta, GA",-6.0,-24.0,0.0,0.0,143.0,,,,,
2015,1,2015-01-14,DL,ATL,"Atlanta, GA",CAK,"Akron, OH",-2.0,-5.0,0.0,0.0,528.0,,,,,
2015,1,2015-01-14,WN,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",-1.0,-16.0,0.0,0.0,1947.0,,,,,
2015,1,2015-01-01,DL,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",-1.0,-21.0,0.0,0.0,907.0,,,,,
2015,1,2015-01-29,WN,ATL,"Atlanta, GA",TPA,"Tampa, FL",-4.0,-17.0,0.0,0.0,406.0,,,,,
2015,1,2015-01-01,EV,ATL,"Atlanta, GA",SGF,"Springfield, MO",-3.0,0.0,0.0,0.0,563.0,,,,,
2015,1,2015-01-27,DL,MCI,"Kansas City, MO",ATL,"Atlanta, GA",-7.0,-14.0,0.0,0.0,692.0,,,,,
2015,1,2015-01-02,DL,GRR,"Grand Rapids, MI",ATL,"Atlanta, GA",-7.0,-15.0,0.0,0.0,640.0,,,,,
2015,1,2015-01-28,DL,ATL,"Atlanta, GA",MCO,"Orlando, FL",-1.0,-8.0,0.0,0.0,404.0,,,,,
2015,1,2015-01-12,WN,ATL,"Atlanta, GA",JAX,"Jacksonville, FL",-5.0,-1.0,0.0,0.0,270.0,,,,,
2015,1,2015-01-03,EV,DAL,"Dallas, TX",ATL,"Atlanta, GA",6.0,13.0,0.0,0.0,721.0,,,,,
2015,1,2015-01-05,DL,GSP,"Greer, SC",ATL,"Atlanta, GA",-2.0,-10.0,0.0,0.0,153.0,,,,,
2015,1,2015-01-07,AA,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",0.0,-10.0,0.0,0.0,731.0,,,,,
2015,1,2015-01-14,DL,ATL,"Atlanta, GA",DAB,"Daytona Beach, FL",1.0,4.0,0.0,0.0,366.0,,,,,
2015,1,2015-01-16,DL,ORF,"Norfolk, VA",ATL,"Atlanta, GA",5.0,-9.0,0.0,0.0,516.0,,,,,
2015,1,2015-01-28,WN,ATL,"Atlanta, GA",PIT,"Pittsburgh, PA",8.0,5.0,0.0,0.0,526.0,,,,,
2015,1,2015-01-20,DL,RIC,"Richmond, VA",ATL,"Atlanta, GA",-2.0,-18.0,0.0,0.0,481.0,,,,,
2015,1,2015-01-16,DL,MEM,"Memphis, TN",ATL,"Atlanta, GA",-5.0,-21.0,0.0,0.0,332.0,,,,,
2015,1,2015-01-10,EV,DHN,"Dothan, AL",ATL,"Atlanta, GA",5.0,-8.0,0.0,0.0,170.0,,,,,
2015,1,2015-01-25,DL,ATL,"Atlanta, GA",LGA,"New York, NY",0.0,-14.0,0.0,0.0,762.0,,,,,
2015,1,2015-01-05,WN,RSW,"Fort Myers, FL",ATL,"Atlanta, GA",23.0,33.0,0.0,0.0,515.0,7.0,0.0,10.0,0.0,16.0
2015,1,2015-01-10,DL,ATL,"Atlanta, GA",MCO,"Orlando, FL",-1.0,-6.0,0.0,0.0,404.0,,,,,
2015,1,2015-01-01,DL,ATL,"Atlanta, GA",HOU,"Houston, TX",-5.0,-20.0,0.0,0.0,696.0,,,,,
2015,1,2015-01-04,DL,ATL,"Atlanta, GA",SAV,"Savannah, GA",38.0,43.0,0.0,0.0,214.0,0.0,0.0,5.0,0.0,38.0
2015,1,2015-01-13,DL,ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL",-3.0,-18.0,0.0,0.0,545.0,,,,,
2015,1,2015-01-09,EV,PIA,"Peoria, IL",ATL,"Atlanta, GA",4.0,2.0,0.0,0.0,565.0,,,,,
2015,1,2015-01-21,DL,IND,"Indianapolis, IN",ATL,"Atlanta, GA",-1.0,-22.0,0.0,0.0,432.0,,,,,
2015,1,2015-01-27,WN,ATL,"Atlanta, GA",MCO,"Orlando, FL",-4.0,-18.0,0.0,0.0,404.0,,,,,
2015,1,2015-01-07,DL,RSW,"Fort Myers, FL",ATL,"Atlanta, GA",8.0,-2.0,0.0,0.0,515.0,,,,,
2015,1,2015-01-03,EV,GSP,"Greer, SC",ATL,"Atlanta, GA",-1.0,-1.0,0.0,0.0,153.0,,,,,
2015,1,2015-01-24,DL,MKE,"Milwaukee, WI",ATL,"Atlanta, GA",-5.0,-22.0,0.0,0.0,669.0,,,,,
2015,1,2015-01-01,EV,ATL,"Atlanta, GA",HPN,"White Plains, NY",-5.0,-12.0,0.0,0.0,780.0,,,,,
2015,1,2015-01-14,DL,HSV,"Huntsville, AL",ATL,"Atlanta, GA",-3.0,-17.0,0.0,0.0,151.0,,,,,
2015,1,2015-01-02,DL,BUF,"Buffalo, NY",ATL,"Atlanta, GA",-1.0,-4.0,0.0,0.0,712.0,,,,,
2015,1,2015-01-11,EV,XNA,"Fayetteville, AR",ATL,"Atlanta, GA",43.0,43.0,0.0,0.0,589.0,0.0,0.0,0.0,0.0,43.0
2015,1,2015-01-17,DL,CHO,"Charlottesville, VA",ATL,"Atlanta, GA",-1.0,-18.0,0.0,0.0,457.0,,,,,
2015,1,2015-01-31,DL,MEM,"Memphis, TN",ATL,"Atlanta, GA",-4.0,-26.0,0.0,0.0,332.0,,,,,
2015,1,2015-01-23,DL,ATL,"Atlanta, GA",MDW,"Chicago, IL",0.0,-21.0,0.0,0.0,591.0,,,,,
2015,1,2015-01-26,DL,ATL,"Atlanta, GA",MDW,"Chicago, IL",-5.0,-2.0,0.0,0.0,591.0,,,,,
2015,1,2015-01-15,US,ATL,"Atlanta, GA",CLT,"Charlotte, NC",-5.0,7.0,0.0,0.0,226.0,,,,,
2015,1,2015-01-02,DL,ATL,"Atlanta, GA",AGS,"Augusta, GA",0.0,-6.0,0.0,0.0,143.0,,,,,
2015,1,2015-01-19,DL,ATL,"Atlanta, GA",PHX,"Phoenix, AZ",12.0,1.0,0.0,0.0,1587.0,,,,,
2015,1,2015-01-28,WN,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",0.0,-13.0,0.0,0.0,1747.0,,,,,
2015,1,2015-01-08,EV,GNV,"Gainesville, FL",ATL,"Atlanta, GA",5.0,-5.0,0.0,0.0,300.0,,,,,
2015,1,2015-01-01,EV,MDT,"Harrisburg, PA",ATL,"Atlanta, GA",-2.0,-10.0,0.0,0.0,620.0,,,,,
2015,1,2015-01-06,DL,BWI,"Baltimore, MD",ATL,"Atlanta, GA",79.0,99.0,0.0,0.0,577.0,0.0,0.0,20.0,0.0,79.0
2015,1,2015-01-28,DL,ATL,"Atlanta, GA",HOU,"Houston, TX",-2.0,-25.0,0.0,0.0,696.0,,,,,
2015,1,2015-01-19,DL,OKC,"Oklahoma City, OK",ATL,"Atlanta, GA",-7.0,-17.0,0.0,0.0,761.0,,,,,
2015,1,2015-01-14,WN,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",-3.0,-15.0,0.0,0.0,581.0,,,,,
2015,1,2015-01-18,DL,MSY,"New Orleans, LA",ATL,"Atlanta, GA",-3.0,-5.0,0.0,0.0,425.0,,,,,
2015,1,2015-01-03,DL,RIC,"Richmond, VA",ATL,"Atlanta, GA",1.0,-9.0,0.0,0.0,481.0,,,,,
2015,1,2015-01-22,DL,ATL,"Atlanta, GA",MDT,"Harrisburg, PA",-2.0,-14.0,0.0,0.0,620.0,,,,,
2015,1,2015-01-13,DL,MLB,"Melbourne, FL",ATL,"Atlanta, GA",1.0,-12.0,0.0,0.0,442.0,,,,,
2015,1,2015-01-07,DL,ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL",-2.0,-6.0,0.0,0.0,545.0,,,,,
2015,1,2015-01-01,DL,ATL,"Atlanta, GA",DEN,"Denver, CO",-2.0,-3.0,0.0,0.0,1199.0,,,,,
2015,1,2015-01-19,EV,BMI,"Bloomington/Normal, IL",ATL,"Atlanta, GA",-2.0,-1.0,0.0,0.0,533.0,,,,,
2015,1,2015-01-04,DL,MSY,"New Orleans, LA",ATL,"Atlanta, GA",1.0,1.0,0.0,0.0,425.0,,,,,
2015,1,2015-01-30,EV,ATL,"Atlanta, GA",ALB,"Albany, NY",-5.0,0.0,0.0,0.0,853.0,,,,,
2015,1,2015-01-03,DL,CAE,"Columbia, SC",ATL,"Atlanta, GA",-5.0,-14.0,0.0,0.0,192.0,,,,,
2015,1,2015-01-18,DL,HSV,"Huntsville, AL",ATL,"Atlanta, GA",-5.0,-15.0,0.0,0.0,151.0,,,,,
2015,1,2015-01-09,EV,GTR,"Columbus, MS",ATL,"Atlanta, GA",-5.0,-19.0,0.0,0.0,241.0,,,,,
2015,1,2015-01-01,EV,ATL,"Atlanta, GA",CHA,"Chattanooga, TN",-4.0,-9.0,0.0,0.0,106.0,,,,,
2015,1,2015-01-26,DL,BHM,"Birmingham, AL",ATL,"Atlanta, GA",-4.0,-18.0,0.0,0.0,134.0,,,,,
2015,1,2015-01-05,EV,ATL,"Atlanta, GA",RST,"Rochester, MN",0.0,-11.0,0.0,0.0,831.0,,,,,
2015,1,2015-01-23,US,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",37.0,24.0,0.0,0.0,666.0,4.0,0.0,0.0,0.0,20.0
2015,1,2015-01-04,EV,ATL,"Atlanta, GA",EVV,"Evansville, IN",24.0,14.0,0.0,0.0,350.0,,,,,
2015,1,2015-01-11,DL,EYW,"Key West, FL",ATL,"Atlanta, GA",-4.0,-15.0,0.0,0.0,646.0,,,,,
2015,1,2015-01-31,DL,ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL",0.0,-11.0,0.0,0.0,444.0,,,,,
2015,1,2015-01-05,WN,LGA,"New York, NY",ATL,"Atlanta, GA",0.0,6.0,0.0,0.0,762.0,,,,,
2015,1,2015-01-06,DL,ATL,"Atlanta, GA",MCO,"Orlando, FL",-2.0,-21.0,0.0,0.0,404.0,,,,,
2015,1,2015-01-17,DL,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",0.0,-12.0,0.0,0.0,731.0,,,,,
2015,1,2015-01-15,WN,ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL",16.0,3.0,0.0,0.0,581.0,,,,,
2015,1,2015-01-23,DL,ATL,"Atlanta, GA",SLC,"Salt Lake City, UT",5.0,-5.0,0.0,0.0,1590.0,,,,,
2015,1,2015-01-11,EV,MGM,"Montgomery, AL",ATL,"Atlanta, GA",-5.0,1.0,0.0,0.0,147.0,,,,,
2015,1,2015-01-08,DL,EYW,"Key West, FL",ATL,"Atlanta, GA",-4.0,-16.0,0.0,0.0,646.0,,,,,
2015,1,2015-01-05,DL,BUF,"Buffalo, NY",ATL,"Atlanta, GA",-1.0,-29.0,0.0,0.0,712.0,,,,,
2015,1,2015-01-13,EV,ATL,"Atlanta, GA",CHA,"Chattanooga, TN",6.0,-4.0,0.0,0.0,106.0,,,,,
2015,1,2015-01-07,EV,ATL,"Atlanta, GA",MLU,"Monroe, LA",-2.0,-1.0,0.0,0.0,448.0,,,,,
2015,1,2015-01-13,DL,CLT,"Charlotte, NC",ATL,"Atlanta, GA",-5.0,19.0,0.0,0.0,226.0,0.0,0.0,19.0,0.0,0.0
2015,1,2015-01-20,EV,ATL,"Atlanta, GA",AEX,"Alexandria, LA",-4.0,-8.0,0.0,0.0,500.0,,,,,
2015,1,2015-01-22,DL,CLE,"Cleveland, OH",ATL,"Atlanta, GA",-3.0,-14.0,0.0,0.0,554.0,,,,,
2015,1,2015-01-08,DL,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",-3.0,-11.0,0.0,0.0,1587.0,,,,,
2015,1,2015-01-29,DL,SAT,"San Antonio, TX",ATL,"Atlanta, GA",-9.0,-18.0,0.0,0.0,874.0,,,,,
2015,1,2015-01-19,WN,ATL,"Atlanta, GA",TPA,"Tampa, FL",1.0,-6.0,0.0,0.0,406.0,,,,,
2015,1,2015-01-02,DL,ATL,"Atlanta, GA",SAT,"San Antonio, TX",-2.0,-6.0,0.0,0.0,874.0,,,,,
2015,1,2015-01-20,EV,ATL,"Atlanta, GA",HPN,"White Plains, NY",-7.0,-10.0,0.0,0.0,780.0,,,,,
2015,1,2015-01-27,DL,ATL,"Atlanta, GA",IAH,"Houston, TX",5.0,-10.0,0.0,0.0,689.0,,,,,
2015,1,2015-01-09,DL,ATL,"Atlanta, GA",CMH,"Columbus, OH",-3.0,-5.0,0.0,0.0,447.0,,,,,
2015,1,2015-01-28,DL,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",-6.0,-24.0,0.0,0.0,356.0,,,,,
2015,1,2015-01-01,DL,ATL,"Atlanta, GA",IND,"Indianapolis, IN",-1.0,-16.0,0.0,0.0,432.0,,,,,
2015,1,2015-01-04,DL,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",8.0,6.0,0.0,0.0,1947.0,,,,,
2015,1,2015-01-03,DL,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",0.0,11.0,0.0,0.0,341.0,,,,,
2015,1,2015-01-02,DL,JAX,"Jacksonville, FL",ATL,"Atlanta, GA",-3.0,0.0,0.0,0.0,270.0,,,,,
2015,1,2015-01-03,DL,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",1.0,-7.0,0.0,0.0,907.0,,,,,
2015,1,2015-01-19,DL,ATL,"Atlanta, GA",IND,"Indianapolis, IN",-1.0,-13.0,0.0,0.0,432.0,,,,,
2015,1,2015-01-13,EV,FAY,"Fayetteville, NC",ATL,"Atlanta, GA",-5.0,0.0,0.0,0.0,331.0,,,,,
2015,1,2015-01-08,EV,ATL,"Atlanta, GA",CAE,"Columbia, SC",0.0,-5.0,0.0,0.0,192.0,,,,,
2015,1,2015-01-17,F9,ORD,"Chicago, IL",ATL,"Atlanta, GA",-9.0,-7.0,0.0,0.0,606.0,,,,,
2015,1,2015-01-06,EV,ATL,"Atlanta, GA",SGF,"Springfield, MO",-4.0,-8.0,0.0,0.0,563.0,,,,,
2015,1,2015-01-29,EV,TYS,"Knoxville, TN",ATL,"Atlanta, GA",-3.0,-7.0,0.0,0.0,152.0,,,,,
2015,1,2015-01-02,AA,ATL,"Atlanta, GA",MIA,"Miami, FL",14.0,15.0,0.0,0.0,594.0,0.0,0.0,1.0,0.0,14.0
2015,1,2015-01-14,DL,ATL,"Atlanta, GA",HOU,"Houston, TX",-4.0,-7.0,0.0,0.0,696.0,,,,,
2015,1,2015-01-08,DL,ATL,"Atlanta, GA",PIT,"Pittsburgh, PA",2.0,-3.0,0.0,0.0,526.0,,,,,
2015,1,2015-01-27,DL,ATL,"Atlanta, GA",SDF,"Louisville, KY",-2.0,0.0,0.0,0.0,321.0,,,,,
2015,1,2015-01-14,DL,LGA,"New York, NY",ATL,"Atlanta, GA",-1.0,-29.0,0.0,0.0,762.0,,,,,
2015,1,2015-01-22,EV,ATL,"Atlanta, GA",ROA,"Roanoke, VA",-6.0,-14.0,0.0,0.0,357.0,,,,,
2015,1,2015-01-11,DL,ATL,"Atlanta, GA",BHM,"Birmingham, AL",-1.0,-12.0,0.0,0.0,134.0,,,,,
2015,1,2015-01-03,EV,ATL,"Atlanta, GA",BMI,"Bloomington/Normal, IL",57.0,42.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,42.0
2015,1,2015-01-01,DL,ATL,"Atlanta, GA",AUS,"Austin, TX",-5.0,-6.0,0.0,0.0,813.0,,,,,
2015,1,2015-01-31,DL,ATL,"Atlanta, GA",IAH,"Houston, TX",-5.0,-8.0,0.0,0.0,689.0,,,,,
2015,1,2015-01-06,DL,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",26.0,-6.0,0.0,0.0,907.0,,,,,
2015,1,2015-01-20,EV,ATL,"Atlanta, GA",GSP,"Greer, SC",0.0,-5.0,0.0,0.0,153.0,,,,,
2015,1,2015-01-13,DL,JFK,"New York, NY",ATL,"Atlanta, GA",3.0,5.0,0.0,0.0,760.0,,,,,
2015,1,2015-01-30,EV,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",-5.0,3.0,0.0,0.0,106.0,,,,,
2015,1,2015-01-03,EV,RST,"Rochester, MN",ATL,"Atlanta, GA",-6.0,-14.0,0.0,0.0,831.0,,,,,
2015,1,2015-01-14,WN,ATL,"Atlanta, GA",SFO,"San Francisco, CA",2.0,-18.0,0.0,0.0,2139.0,,,,,
2015,1,2015-01-12,DL,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",-1.0,-23.0,0.0,0.0,1747.0,,,,,
2015,1,2015-01-19,EV,ATL,"Atlanta, GA",MLU,"Monroe, LA",24.0,7.0,0.0,0.0,448.0,,,,,
2015,1,2015-01-15,DL,TUL,"Tulsa, OK",ATL,"Atlanta, GA",-6.0,-2.0,0.0,0.0,674.0,,,,,
2015,1,2015-01-16,EV,MLI,"Moline, IL",ATL,"Atlanta, GA",0.0,4.0,0.0,0.0,633.0,,,,,
2015,1,2015-01-19,DL,SDF,"Louisville, KY",ATL,"Atlanta, GA",-7.0,-24.0,0.0,0.0,321.0,,,,,
2015,1,2015-01-10,DL,ELP,"El Paso, TX",ATL,"Atlanta, GA",-4.0,-1.0,0.0,0.0,1282.0,,,,,
2015,1,2015-01-02,EV,TYS,"Knoxville, TN",ATL,"Atlanta, GA",-7.0,7.0,0.0,0.0,152.0,,,,,
2015,1,2015-01-14,EV,CSG,"Columbus, GA",ATL,"Atlanta, GA",-4.0,-5.0,0.0,0.0,83.0,,,,,
2015,1,2015-01-27,DL,ATL,"Atlanta, GA",SDF,"Louisville, KY",-8.0,-13.0,0.0,0.0,321.0,,,,,
2015,1,2015-01-20,DL,ATL,"Atlanta, GA",DCA,"Washington, DC",-1.0,-5.0,0.0,0.0,547.0,,,,,
2015,1,2015-01-25,DL,ATL,"Atlanta, GA",MEM,"Memphis, TN",10.0,0.0,0.0,0.0,332.0,,,,,
2015,1,2015-01-13,DL,ATL,"Atlanta, GA",BNA,"Nashville, TN",13.0,22.0,0.0,0.0,214.0,13.0,0.0,9.0,0.0,0.0
2015,1,2015-01-29,DL,TPA,"Tampa, FL",ATL,"Atlanta, GA",-3.0,-13.0,0.0,0.0,406.0,,,,,
2015,1,2015-01-25,DL,ATL,"Atlanta, GA",MLB,"Melbourne, FL",4.0,-1.0,0.0,0.0,442.0,,,,,
2015,1,2015-01-14,DL,DCA,"Washington, DC",ATL,"Atlanta, GA",5.0,-4.0,0.0,0.0,547.0,,,,,
2015,1,2015-01-06,DL,ATL,"Atlanta, GA",OKC,"Oklahoma City, OK",-2.0,-21.0,0.0,0.0,761.0,,,,,
2015,1,2015-01-12,DL,BNA,"Nashville, TN",ATL,"Atlanta, GA",-1.0,29.0,0.0,0.0,214.0,0.0,0.0,29.0,0.0,0.0
2015,1,2015-01-26,DL,ATL,"Atlanta, GA",SDF,"Louisville, KY",9.0,8.0,0.0,0.0,321.0,,,,,
2015,1,2015-01-12,DL,BWI,"Baltimore, MD",ATL,"Atlanta, GA",-2.0,5.0,0.0,0.0,577.0,,,,,
2015,1,2015-01-06,DL,ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS",-2.0,-9.0,0.0,0.0,341.0,,,,,
2015,1,2015-01-08,EV,AVP,"Scranton/Wilkes-Barre, PA",ATL,"Atlanta, GA",-4.0,-10.0,0.0,0.0,714.0,,,,,
2015,1,2015-01-27,AA,MIA,"Miami, FL",ATL,"Atlanta, GA",4.0,11.0,0.0,0.0,594.0,,,,,
2015,1,2015-01-05,US,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",-3.0,5.0,0.0,0.0,1587.0,,,,,
2015,1,2015-01-04,EV,HSV,"Huntsville, AL",ATL,"Atlanta, GA",-2.0,0.0,0.0,0.0,151.0,,,,,
2015,1,2015-01-08,OO,GRB,"Green Bay, WI",ATL,"Atlanta, GA",-6.0,-30.0,0.0,0.0,774.0,,,,,
2015,1,2015-01-22,DL,RIC,"Richmond, VA",ATL,"Atlanta, GA",-6.0,-6.0,0.0,0.0,481.0,,,,,
2015,1,2015-01-22,DL,ATL,"Atlanta, GA",MSY,"New Orleans, LA",6.0,8.0,0.0,0.0,425.0,,,,,
2015,1,2015-01-10,DL,MOB,"Mobile, AL",ATL,"Atlanta, GA",-4.0,-10.0,0.0,0.0,302.0,,,,,
2015,1,2015-01-08,DL,IAH,"Houston, TX",ATL,"Atlanta, GA",-8.0,-18.0,0.0,0.0,689.0,,,,,
2015,1,2015-01-02,UA,ATL,"Atlanta, GA",IAH,"Houston, TX",9.0,26.0,0.0,0.0,689.0,0.0,9.0,17.0,0.0,0.0
2015,1,2015-01-02,WN,MSY,"New Orleans, LA",ATL,"Atlanta, GA",16.0,24.0,0.0,0.0,425.0,16.0,0.0,8.0,0.0,0.0
2015,1,2015-01-13,DL,ATL,"Atlanta, GA",MDW,"Chicago, IL",-1.0,9.0,0.0,0.0,591.0,,,,,
2015,1,2015-01-03,WN,MDW,"Chicago, IL",ATL,"Atlanta, GA",0.0,12.0,0.0,0.0,591.0,,,,,
2015,1,2015-01-04,WN,ATL,"Atlanta, GA",BWI,"Baltimore, MD",66.0,54.0,0.0,0.0,577.0,6.0,0.0,0.0,0.0,48.0
2015,1,2015-01-01,DL,ATL,"Atlanta, GA",ORD,"Chicago, IL",-1.0,-14.0,0.0,0.0,606.0,,,,,
2015,1,2015-01-26,DL,ATL,"Atlanta, GA",DCA,"Washington, DC",5.0,1.0,0.0,0.0,547.0,,,,,
2015,1,2015-01-23,DL,SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA",18.0,23.0,0.0,0.0,444.0,0.0,0.0,5.0,0.0,18.0
2015,1,2015-01-29,OO,ATL,"Atlanta, GA",ORD,"Chicago, IL",-2.0,-2.0,0.0,0.0,606.0,,,,,
2015,1,2015-01-04,EV,AEX,"Alexandria, LA",ATL,"Atlanta, GA",12.0,31.0,0.0,0.0,500.0,12.0,0.0,19.0,0.0,0.0
2015,1,2015-01-19,EV,OAJ,"Jacksonville/Camp Lejeune, NC",ATL,"Atlanta, GA",-6.0,3.0,0.0,0.0,399.0,,,,,
2015,1,2015-01-31,DL,ATL,"Atlanta, GA",TPA,"Tampa, FL",-4.0,-14.0,0.0,0.0,406.0,,,,,
2015,1,2015-01-20,DL,ATL,"Atlanta, GA",ELP,"El Paso, TX",-1.0,-10.0,0.0,0.0,1282.0,,,,,
2015,1,2015-01-20,EV,ATL,"Atlanta, GA",PIA,"Peoria, IL",-7.0,-4.0,0.0,0.0,565.0,,,,,
2015,1,2015-01-04,DL,ATL,"Atlanta, GA",TPA,"Tampa, FL",-2.0,11.0,0.0,0.0,406.0,,,,,
2015,1,2015-01-13,DL,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",25.0,16.0,0.0,0.0,1747.0,16.0,0.0,0.0,0.0,0.0
2015,1,2015-01-30,DL,MSY,"New Orleans, LA",ATL,"Atlanta, GA",-7.0,-12.0,0.0,0.0,425.0,,,,,
2015,1,2015-01-23,OO,SBN,"South Bend, IN",ATL,"Atlanta, GA",18.0,21.0,0.0,0.0,566.0,0.0,0.0,3.0,0.0,18.0
2015,1,2015-01-09,EV,ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS",0.0,3.0,0.0,0.0,341.0,,,,,
2015,1,2015-01-27,F9,TTN,"Trenton, NJ",ATL,"Atlanta, GA",,,1.0,0.0,701.0,,,,,
2015,1,2015-01-27,DL,CAK,"Akron, OH",ATL,"Atlanta, GA",-4.0,-20.0,0.0,0.0,528.0,,,,,
2015,1,2015-01-08,EV,ATL,"Atlanta, GA",MLI,"Moline, IL",-2.0,-1.0,0.0,0.0,633.0,,,,,
2015,1,2015-01-25,DL,ATL,"Atlanta, GA",PWM,"Portland, ME",-2.0,-8.0,0.0,0.0,1027.0,,,,,
2015,1,2015-01-20,DL,TYS,"Knoxville, TN",ATL,"Atlanta, GA",-2.0,-25.0,0.0,0.0,152.0,,,,,
2015,1,2015-01-19,MQ,LGA,"New York, NY",ATL,"Atlanta, GA",-2.0,-7.0,0.0,0.0,762.0,,,,,
2015,1,2015-01-07,DL,DTW,"Detroit, MI",ATL,"Atlanta, GA",92.0,73.0,0.0,0.0,594.0,0.0,73.0,0.0,0.0,0.0
2015,1,2015-01-19,DL,RIC,"Richmond, VA",ATL,"Atlanta, GA",-1.0,2.0,0.0,0.0,481.0,,,,,
2015,1,2015-01-30,UA,ATL,"Atlanta, GA",EWR,"Newark, NJ",-4.0,-28.0,0.0,0.0,746.0,,,,,
2015,1,2015-01-25,DL,BHM,"Birmingham, AL",ATL,"Atlanta, GA",-2.0,5.0,0.0,0.0,134.0,,,,,
2015,1,2015-01-25,EV,ILM,"Wilmington, NC",ATL,"Atlanta, GA",-5.0,-8.0,0.0,0.0,377.0,,,,,
2015,1,2015-01-08,DL,DTW,"Detroit, MI",ATL,"Atlanta, GA",11.0,-14.0,0.0,0.0,594.0,,,,,
2015,1,2015-01-18,DL,TPA,"Tampa, FL",ATL,"Atlanta, GA",166.0,157.0,0.0,0.0,406.0,157.0,0.0,0.0,0.0,0.0
2015,1,2015-01-23,DL,JFK,"New York, NY",ATL,"Atlanta, GA",-4.0,-14.0,0.0,0.0,760.0,,,,,
2015,1,2015-01-18,DL,ATL,"Atlanta, GA",CLT,"Charlotte, NC",-6.0,-18.0,0.0,0.0,226.0,,,,,
2015,1,2015-01-03,US,ATL,"Atlanta, GA",PHX,"Phoenix, AZ",-6.0,11.0,0.0,0.0,1587.0,,,,,
2015,1,2015-01-15,DL,ATL,"Atlanta, GA",TRI,"Bristol/Johnson City/Kingsport, TN",-3.0,3.0,0.0,0.0,227.0,,,,,
